org.apache.mahout.knn.search.ProjectionSearch org.apache.mahout.common.distance.EuclideanDistanceMeasure
numDataPointsSeen estimatedNumClusters distanceCutoff numCentroids
105 128 0.007170 106
106 128 0.007170 107
107 128 0.007170 108
108 128 0.007170 109
109 128 0.007170 110
110 128 0.007170 111
111 128 0.007170 112
112 128 0.007170 113
113 128 0.007170 114
114 128 0.007170 115
115 128 0.007170 116
116 128 0.007170 117
117 128 0.007170 118
118 128 0.007170 119
119 128 0.007170 120
120 128 0.007170 121
121 128 0.007170 122
122 128 0.007170 123
123 128 0.007170 124
124 128 0.007170 125
125 128 0.007170 126
126 128 0.007170 127
127 128 0.007170 128
128 128 0.007170 129
1 128 0.007170 2
1 128 0.007170 3
1 128 0.007170 4
1 128 0.007170 5
1 128 0.007170 6
1 128 0.007170 7
1 128 0.007170 8
1 128 0.007170 9
1 128 0.007170 10
1 128 0.007170 11
1 128 0.007170 12
1 128 0.007170 13
1 128 0.007170 14
1 128 0.007170 15
1 128 0.007170 16
1 128 0.007170 17
1 128 0.007170 18
1 128 0.007170 19
1 128 0.007170 20
1 128 0.007170 21
1 128 0.007170 22
1 128 0.007170 23
1 128 0.007170 24
1 128 0.007170 25
1 128 0.007170 26
1 128 0.007170 27
1 128 0.007170 28
1 128 0.007170 29
1 128 0.007170 30
1 128 0.007170 31
1 128 0.007170 32
1 128 0.007170 33
1 128 0.007170 34
1 128 0.007170 35
1 128 0.007170 36
1 128 0.007170 37
1 128 0.007170 38
1 128 0.007170 39
1 128 0.007170 40
1 128 0.007170 41
1 128 0.007170 42
1 128 0.007170 43
1 128 0.007170 44
1 128 0.007170 45
1 128 0.007170 46
1 128 0.007170 47
1 128 0.007170 48
1 128 0.007170 49
1 128 0.007170 50
1 128 0.007170 51
1 128 0.007170 52
1 128 0.007170 53
1 128 0.007170 54
1 128 0.007170 55
1 128 0.007170 56
1 128 0.007170 57
1 128 0.007170 58
1 128 0.007170 59
1 128 0.007170 60
1 128 0.007170 61
1 128 0.007170 62
1 128 0.007170 63
1 128 0.007170 64
1 128 0.007170 65
1 128 0.007170 66
1 128 0.007170 67
1 128 0.007170 68
1 128 0.007170 69
1 128 0.007170 70
1 128 0.007170 71
1 128 0.007170 72
1 128 0.007170 73
1 128 0.007170 74
1 128 0.007170 75
1 128 0.007170 76
1 128 0.007170 77
1 128 0.007170 78
1 128 0.007170 79
1 128 0.007170 80
1 128 0.007170 81
1 128 0.007170 82
1 128 0.007170 83
1 128 0.007170 84
1 128 0.007170 85
1 128 0.007170 86
1 128 0.007170 87
1 128 0.007170 88
1 128 0.007170 89
1 128 0.007170 90
1 128 0.007170 91
1 128 0.007170 92
1 128 0.007170 93
1 128 0.007170 94
1 128 0.007170 95
1 128 0.007170 96
1 128 0.007170 97
1 128 0.007170 98
1 128 0.007170 99
1 128 0.007170 100
1 128 0.007170 101
1 128 0.007170 102
1 128 0.007170 103
1 128 0.007170 104
1 128 0.007170 105
1 128 0.007170 106
1 128 0.007170 107
1 128 0.007170 108
1 128 0.007170 109
1 128 0.007170 110
1 128 0.007170 111
1 128 0.007170 112
1 128 0.007170 113
1 128 0.007170 114
1 128 0.007170 115
1 128 0.007170 116
1 128 0.007170 117
1 128 0.007170 118
1 128 0.007170 119
1 128 0.007170 120
1 128 0.007170 121
1 128 0.007170 122
1 128 0.007170 123
1 128 0.007170 124
1 128 0.007170 125
1 128 0.007170 126
1 128 0.007170 127
1 128 0.007170 128
1 128 0.007170 129
129 128 0.009321 130
1 128 0.009321 2
1 128 0.009321 3
1 128 0.009321 4
1 128 0.009321 5
1 128 0.009321 6
1 128 0.009321 7
1 128 0.009321 8
1 128 0.009321 9
1 128 0.009321 10
1 128 0.009321 11
1 128 0.009321 12
1 128 0.009321 13
1 128 0.009321 14
1 128 0.009321 15
1 128 0.009321 16
1 128 0.009321 17
1 128 0.009321 18
1 128 0.009321 19
1 128 0.009321 20
1 128 0.009321 21
1 128 0.009321 22
1 128 0.009321 23
1 128 0.009321 24
1 128 0.009321 25
1 128 0.009321 26
1 128 0.009321 27
1 128 0.009321 28
1 128 0.009321 29
1 128 0.009321 30
1 128 0.009321 31
1 128 0.009321 32
1 128 0.009321 33
1 128 0.009321 34
1 128 0.009321 35
1 128 0.009321 36
1 128 0.009321 37
1 128 0.009321 38
1 128 0.009321 39
1 128 0.009321 40
1 128 0.009321 41
1 128 0.009321 42
1 128 0.009321 43
1 128 0.009321 44
1 128 0.009321 45
1 128 0.009321 46
1 128 0.009321 47
1 128 0.009321 48
1 128 0.009321 49
1 128 0.009321 50
1 128 0.009321 51
1 128 0.009321 52
1 128 0.009321 53
1 128 0.009321 54
1 128 0.009321 55
1 128 0.009321 56
1 128 0.009321 57
1 128 0.009321 58
1 128 0.009321 59
1 128 0.009321 60
1 128 0.009321 61
1 128 0.009321 62
1 128 0.009321 63
1 128 0.009321 64
1 128 0.009321 65
1 128 0.009321 66
1 128 0.009321 67
1 128 0.009321 68
1 128 0.009321 69
1 128 0.009321 70
1 128 0.009321 71
1 128 0.009321 72
1 128 0.009321 73
1 128 0.009321 74
1 128 0.009321 75
1 128 0.009321 76
1 128 0.009321 77
1 128 0.009321 78
1 128 0.009321 79
1 128 0.009321 80
1 128 0.009321 81
1 128 0.009321 82
1 128 0.009321 83
1 128 0.009321 84
1 128 0.009321 85
1 128 0.009321 86
1 128 0.009321 87
1 128 0.009321 88
1 128 0.009321 89
1 128 0.009321 90
1 128 0.009321 91
1 128 0.009321 92
1 128 0.009321 93
1 128 0.009321 94
1 128 0.009321 95
1 128 0.009321 96
1 128 0.009321 97
1 128 0.009321 98
1 128 0.009321 99
1 128 0.009321 100
1 128 0.009321 101
1 128 0.009321 102
1 128 0.009321 103
1 128 0.009321 104
1 128 0.009321 105
1 128 0.009321 106
1 128 0.009321 107
1 128 0.012117 58
1 128 0.012117 59
1 128 0.012117 60
1 128 0.012117 61
1 128 0.012117 61
1 128 0.012117 62
1 128 0.012117 63
1 128 0.012117 64
1 128 0.012117 65
1 128 0.012117 66
1 128 0.012117 67
1 128 0.012117 68
1 128 0.012117 69
1 128 0.012117 70
1 128 0.012117 71
1 128 0.012117 72
1 128 0.012117 73
1 128 0.012117 74
1 128 0.012117 75
1 128 0.012117 76
1 128 0.012117 77
1 128 0.012117 78
1 128 0.012117 79
1 128 0.012117 80
1 128 0.012117 81
1 128 0.012117 82
1 128 0.012117 83
1 128 0.012117 84
1 128 0.012117 85
1 128 0.012117 86
1 128 0.012117 87
1 128 0.012117 88
1 128 0.012117 89
1 128 0.012117 90
1 128 0.012117 91
1 128 0.012117 92
1 128 0.012117 93
1 128 0.012117 94
1 128 0.012117 95
1 128 0.012117 96
1 128 0.012117 97
1 128 0.012117 98
1 128 0.012117 99
1 128 0.012117 100
1 128 0.012117 101
1 128 0.012117 102
1 128 0.012117 103
1 128 0.012117 104
1 128 0.012117 105
1 128 0.012117 106
1 128 0.012117 107
1 128 0.012117 108
1 128 0.012117 109
1 128 0.012117 110
1 128 0.012117 111
1 128 0.012117 112
1 128 0.012117 113
1 128 0.012117 114
1 128 0.012117 115
1 128 0.012117 116
1 128 0.012117 117
1 128 0.012117 118
1 128 0.012117 119
1 128 0.012117 120
1 128 0.012117 121
1 128 0.012117 122
1 128 0.012117 123
1 128 0.012117 124
1 128 0.012117 125
1 128 0.012117 125
1 128 0.012117 126
1 128 0.012117 127
1 128 0.012117 128
1 128 0.012117 129
131 128 0.015752 130
1 128 0.015752 2
1 128 0.015752 3
1 128 0.015752 4
1 128 0.015752 5
1 128 0.015752 6
1 128 0.015752 7
1 128 0.015752 8
1 128 0.015752 9
1 128 0.015752 10
1 128 0.015752 11
1 128 0.015752 12
1 128 0.015752 13
1 128 0.015752 14
1 128 0.015752 15
1 128 0.015752 16
1 128 0.015752 17
1 128 0.015752 18
1 128 0.015752 19
1 128 0.015752 20
1 128 0.015752 21
1 128 0.015752 22
1 128 0.015752 23
1 128 0.015752 24
1 128 0.015752 25
1 128 0.015752 26
1 128 0.015752 27
1 128 0.015752 28
1 128 0.015752 29
1 128 0.015752 30
1 128 0.015752 31
1 128 0.015752 32
1 128 0.015752 33
1 128 0.015752 34
1 128 0.015752 35
1 128 0.015752 36
1 128 0.015752 37
1 128 0.015752 38
1 128 0.015752 39
1 128 0.015752 40
1 128 0.015752 41
1 128 0.015752 42
1 128 0.015752 43
1 128 0.015752 44
1 128 0.015752 45
1 128 0.015752 46
1 128 0.015752 47
1 128 0.015752 48
1 128 0.015752 49
1 128 0.015752 50
1 128 0.015752 51
1 128 0.015752 52
1 128 0.015752 53
1 128 0.015752 54
1 128 0.015752 55
1 128 0.015752 56
1 128 0.015752 57
1 128 0.015752 58
1 128 0.015752 59
1 128 0.015752 60
1 128 0.015752 61
1 128 0.015752 62
1 128 0.015752 63
1 128 0.015752 64
1 128 0.015752 65
1 128 0.015752 66
1 128 0.015752 67
1 128 0.015752 68
1 128 0.015752 69
1 128 0.015752 70
1 128 0.015752 71
1 128 0.015752 72
1 128 0.015752 73
1 128 0.015752 73
1 128 0.015752 74
1 128 0.015752 75
1 128 0.015752 76
1 128 0.015752 77
1 128 0.015752 78
1 128 0.015752 79
1 128 0.015752 80
1 128 0.015752 81
1 128 0.015752 81
1 128 0.015752 82
1 128 0.015752 83
1 128 0.015752 84
1 128 0.015752 85
1 128 0.015752 86
1 128 0.015752 87
1 128 0.015752 88
1 128 0.015752 89
1 128 0.015752 90
1 128 0.015752 91
1 128 0.015752 92
1 128 0.015752 93
1 128 0.015752 94
1 128 0.015752 95
1 128 0.015752 96
1 128 0.015752 97
1 128 0.015752 98
1 128 0.015752 99
1 128 0.015752 100
1 128 0.015752 101
1 128 0.015752 102
1 128 0.015752 103
1 128 0.015752 104
1 128 0.015752 105
1 128 0.015752 106
1 128 0.015752 107
1 128 0.015752 108
1 128 0.015752 109
1 128 0.015752 110
1 128 0.015752 111
1 128 0.015752 112
1 128 0.015752 113
1 128 0.015752 114
1 128 0.015752 115
1 128 0.015752 116
1 128 0.015752 117
1 128 0.015752 117
1 128 0.015752 118
1 128 0.015752 119
1 128 0.015752 120
1 128 0.015752 121
1 128 0.015752 122
1 128 0.015752 123
1 128 0.015752 124
1 128 0.015752 124
1 128 0.015752 125
1 128 0.015752 126
132 128 0.020478 127
133 128 0.020478 128
134 128 0.020478 129
1 128 0.020478 2
1 128 0.020478 3
1 128 0.020478 4
1 128 0.020478 5
1 128 0.020478 6
1 128 0.020478 7
1 128 0.020478 8
1 128 0.020478 9
1 128 0.020478 10
1 128 0.020478 11
1 128 0.020478 12
1 128 0.020478 13
1 128 0.020478 14
1 128 0.020478 14
1 128 0.020478 15
1 128 0.020478 16
1 128 0.020478 17
1 128 0.020478 18
1 128 0.020478 19
1 128 0.020478 20
1 128 0.020478 21
1 128 0.020478 22
1 128 0.020478 23
1 128 0.020478 24
1 128 0.020478 25
1 128 0.020478 26
1 128 0.020478 27
1 128 0.020478 28
1 128 0.020478 29
1 128 0.020478 30
1 128 0.020478 31
1 128 0.020478 32
1 128 0.020478 33
1 128 0.020478 34
1 128 0.020478 35
1 128 0.020478 36
1 128 0.020478 37
1 128 0.020478 38
1 128 0.020478 39
1 128 0.020478 40
1 128 0.020478 41
1 128 0.020478 42
1 128 0.020478 42
1 128 0.020478 43
1 128 0.020478 44
1 128 0.020478 45
1 128 0.020478 46
1 128 0.020478 47
1 128 0.020478 48
1 128 0.020478 49
1 128 0.020478 49
1 128 0.020478 50
1 128 0.020478 51
1 128 0.020478 52
1 128 0.020478 53
1 128 0.020478 54
1 128 0.020478 55
1 128 0.020478 56
1 128 0.020478 57
1 128 0.020478 57
1 128 0.020478 58
1 128 0.020478 59
1 128 0.020478 60
1 128 0.020478 61
1 128 0.020478 62
1 128 0.020478 62
1 128 0.020478 63
1 128 0.020478 64
1 128 0.020478 65
1 128 0.020478 66
1 128 0.020478 67
1 128 0.020478 68
1 128 0.020478 69
1 128 0.020478 70
1 128 0.020478 71
1 128 0.020478 72
1 128 0.020478 73
1 128 0.020478 74
1 128 0.020478 75
1 128 0.020478 76
1 128 0.020478 77
1 128 0.020478 78
1 128 0.020478 79
1 128 0.020478 80
1 128 0.020478 81
1 128 0.020478 82
1 128 0.020478 83
1 128 0.020478 84
1 128 0.020478 85
1 128 0.020478 86
1 128 0.020478 87
1 128 0.020478 87
1 128 0.020478 88
1 128 0.020478 89
1 128 0.020478 90
1 128 0.020478 91
1 128 0.020478 92
1 128 0.020478 93
1 128 0.020478 94
1 128 0.020478 95
1 128 0.020478 96
1 128 0.020478 96
1 128 0.020478 97
1 128 0.020478 98
1 128 0.020478 99
1 128 0.020478 100
1 128 0.020478 101
1 128 0.020478 102
1 128 0.020478 103
1 128 0.020478 104
1 128 0.020478 105
1 128 0.020478 106
1 128 0.020478 107
1 128 0.020478 108
1 128 0.020478 109
1 128 0.020478 110
1 128 0.020478 110
1 128 0.020478 111
1 128 0.020478 111
1 128 0.020478 111
1 128 0.020478 112
1 128 0.020478 113
1 128 0.020478 114
1 128 0.020478 114
1 128 0.020478 115
1 128 0.020478 116
1 128 0.020478 117
1 128 0.020478 118
135 128 0.026621 119
136 128 0.026621 120
137 128 0.026621 121
138 128 0.026621 121
139 128 0.026621 122
140 128 0.026621 123
141 128 0.026621 124
142 128 0.026621 125
143 128 0.026621 126
144 128 0.026621 127
145 128 0.026621 127
146 128 0.026621 128
147 128 0.026621 128
148 128 0.026621 129
1 128 0.026621 2
1 128 0.026621 3
1 128 0.026621 4
1 128 0.026621 5
1 128 0.026621 6
1 128 0.026621 7
1 128 0.026621 8
1 128 0.026621 9
1 128 0.026621 10
1 128 0.026621 11
1 128 0.026621 12
1 128 0.026621 13
1 128 0.026621 14
1 128 0.026621 15
1 128 0.026621 16
1 128 0.026621 17
1 128 0.026621 18
1 128 0.026621 19
1 128 0.026621 20
1 128 0.026621 21
1 128 0.026621 22
1 128 0.026621 23
1 128 0.026621 24
1 128 0.026621 25
1 128 0.026621 26
1 128 0.026621 27
1 128 0.026621 28
1 128 0.026621 29
1 128 0.026621 30
1 128 0.026621 31
1 128 0.026621 32
1 128 0.026621 33
1 128 0.026621 34
1 128 0.026621 35
1 128 0.026621 36
1 128 0.026621 37
1 128 0.026621 38
1 128 0.026621 39
1 128 0.026621 40
1 128 0.026621 41
1 128 0.026621 42
1 128 0.026621 43
1 128 0.026621 44
1 128 0.026621 45
1 128 0.026621 46
1 128 0.026621 47
1 128 0.026621 48
1 128 0.026621 49
1 128 0.026621 50
1 128 0.026621 51
1 128 0.026621 51
1 128 0.026621 52
1 128 0.026621 52
1 128 0.026621 53
1 128 0.026621 54
1 128 0.026621 55
1 128 0.026621 56
1 128 0.026621 57
1 128 0.026621 58
1 128 0.026621 59
1 128 0.026621 60
1 128 0.026621 61
1 128 0.026621 62
1 128 0.026621 63
1 128 0.026621 64
1 128 0.026621 65
1 128 0.026621 66
1 128 0.026621 67
1 128 0.026621 68
1 128 0.026621 69
1 128 0.026621 70
1 128 0.026621 71
1 128 0.026621 72
1 128 0.026621 73
1 128 0.026621 74
1 128 0.026621 75
1 128 0.026621 76
1 128 0.026621 77
1 128 0.026621 78
1 128 0.026621 79
1 128 0.026621 80
1 128 0.026621 80
1 128 0.026621 81
1 128 0.026621 81
1 128 0.026621 81
1 128 0.026621 82
1 128 0.026621 83
1 128 0.026621 83
1 128 0.026621 83
1 128 0.026621 84
1 128 0.026621 85
1 128 0.026621 86
1 128 0.026621 87
1 128 0.026621 88
1 128 0.026621 89
1 128 0.026621 90
1 128 0.026621 91
1 128 0.026621 92
1 128 0.026621 93
1 128 0.026621 94
1 128 0.026621 95
1 128 0.026621 96
1 128 0.026621 97
1 128 0.026621 98
1 128 0.026621 99
1 128 0.026621 100
1 128 0.026621 100
1 128 0.026621 101
1 128 0.026621 102
1 128 0.026621 103
1 128 0.026621 104
1 128 0.026621 105
1 128 0.026621 106
1 128 0.026621 107
1 128 0.026621 108
1 128 0.026621 109
1 128 0.026621 110
1 128 0.026621 111
1 128 0.026621 112
1 128 0.026621 113
1 128 0.026621 114
1 128 0.026621 115
1 128 0.026621 116
1 128 0.026621 117
1 128 0.026621 118
1 128 0.026621 119
1 128 0.026621 120
1 128 0.026621 121
149 128 0.034607 122
150 128 0.034607 122
151 128 0.034607 123
152 128 0.034607 123
153 128 0.034607 124
154 128 0.034607 125
155 128 0.034607 126
156 128 0.034607 126
157 128 0.034607 127
158 128 0.034607 127
159 128 0.034607 128
160 128 0.034607 129
1 128 0.034607 2
1 128 0.034607 3
1 128 0.034607 4
1 128 0.034607 5
1 128 0.034607 6
1 128 0.034607 7
1 128 0.034607 8
1 128 0.034607 9
1 128 0.034607 10
1 128 0.034607 11
1 128 0.034607 12
1 128 0.034607 13
1 128 0.034607 14
1 128 0.034607 14
1 128 0.034607 15
1 128 0.034607 16
1 128 0.034607 17
1 128 0.034607 18
1 128 0.034607 19
1 128 0.034607 20
1 128 0.034607 21
1 128 0.034607 22
1 128 0.034607 23
1 128 0.034607 24
1 128 0.034607 25
1 128 0.034607 26
1 128 0.034607 27
1 128 0.034607 28
1 128 0.034607 29
1 128 0.034607 30
1 128 0.034607 31
1 128 0.034607 31
1 128 0.034607 32
1 128 0.034607 33
1 128 0.034607 34
1 128 0.034607 35
1 128 0.034607 36
1 128 0.034607 37
1 128 0.034607 38
1 128 0.034607 39
1 128 0.034607 40
1 128 0.034607 41
1 128 0.034607 42
1 128 0.034607 43
1 128 0.034607 44
1 128 0.034607 45
1 128 0.034607 46
1 128 0.034607 47
1 128 0.034607 47
1 128 0.034607 48
1 128 0.034607 49
1 128 0.034607 50
1 128 0.034607 50
1 128 0.034607 51
1 128 0.034607 52
1 128 0.034607 53
1 128 0.034607 54
1 128 0.034607 55
1 128 0.034607 56
1 128 0.034607 57
1 128 0.034607 58
1 128 0.034607 59
1 128 0.034607 60
1 128 0.034607 61
1 128 0.034607 62
1 128 0.034607 63
1 128 0.034607 64
1 128 0.034607 65
1 128 0.034607 66
1 128 0.034607 67
1 128 0.034607 68
1 128 0.034607 69
1 128 0.034607 70
1 128 0.034607 71
1 128 0.034607 72
1 128 0.034607 73
1 128 0.034607 73
1 128 0.034607 74
1 128 0.034607 75
1 128 0.034607 76
1 128 0.034607 77
1 128 0.034607 78
1 128 0.034607 79
1 128 0.034607 80
1 128 0.034607 80
1 128 0.034607 81
1 128 0.034607 82
1 128 0.034607 82
1 128 0.034607 83
1 128 0.034607 83
1 128 0.034607 83
1 128 0.034607 84
1 128 0.034607 85
1 128 0.034607 85
1 128 0.034607 86
1 128 0.034607 87
1 128 0.034607 88
1 128 0.034607 89
1 128 0.034607 89
1 128 0.034607 90
1 128 0.034607 91
1 128 0.034607 92
1 128 0.034607 93
1 128 0.034607 94
1 128 0.034607 94
1 128 0.034607 95
1 128 0.034607 96
1 128 0.034607 97
1 128 0.034607 98
1 128 0.034607 98
1 128 0.034607 99
1 128 0.034607 99
1 128 0.034607 99
1 128 0.034607 99
1 128 0.034607 99
1 128 0.034607 100
1 128 0.034607 101
1 128 0.034607 102
1 128 0.034607 103
1 128 0.034607 104
1 128 0.034607 105
1 128 0.034607 106
1 128 0.034607 107
1 128 0.034607 107
1 128 0.034607 108
1 128 0.034607 109
1 128 0.034607 109
1 128 0.034607 110
161 128 0.044990 111
162 128 0.044990 112
163 128 0.044990 112
164 128 0.044990 112
165 128 0.044990 112
166 128 0.044990 113
167 128 0.044990 113
168 128 0.044990 113
169 128 0.044990 114
170 128 0.044990 115
171 128 0.044990 115
172 128 0.044990 115
173 128 0.044990 115
174 128 0.044990 115
175 128 0.044990 116
176 128 0.044990 116
177 128 0.044990 117
178 128 0.044990 117
179 128 0.044990 117
180 128 0.044990 118
181 128 0.044990 118
182 128 0.044990 119
183 128 0.044990 119
184 128 0.044990 119
185 128 0.044990 119
186 128 0.044990 119
187 128 0.044990 120
188 128 0.044990 120
189 128 0.044990 120
190 128 0.044990 120
191 128 0.044990 121
192 128 0.044990 121
193 128 0.044990 122
194 128 0.044990 123
195 128 0.044990 123
196 128 0.044990 123
197 128 0.044990 124
198 128 0.044990 125
199 128 0.044990 126
200 128 0.044990 127
201 128 0.044990 128
202 128 0.044990 128
203 128 0.044990 129
1 128 0.044990 2
1 128 0.044990 3
1 128 0.044990 4
1 128 0.044990 5
1 128 0.044990 6
1 128 0.044990 7
1 128 0.044990 8
1 128 0.044990 9
1 128 0.044990 9
1 128 0.044990 10
1 128 0.044990 11
1 128 0.044990 12
1 128 0.044990 13
1 128 0.044990 14
1 128 0.044990 15
1 128 0.044990 16
1 128 0.044990 17
1 128 0.044990 18
1 128 0.044990 19
1 128 0.044990 20
1 128 0.044990 21
1 128 0.044990 22
1 128 0.044990 23
1 128 0.044990 24
1 128 0.044990 25
1 128 0.044990 25
1 128 0.044990 26
1 128 0.044990 27
1 128 0.044990 28
1 128 0.044990 28
1 128 0.044990 29
1 128 0.044990 30
1 128 0.044990 30
1 128 0.044990 31
1 128 0.044990 32
1 128 0.044990 32
1 128 0.044990 33
1 128 0.044990 34
1 128 0.044990 34
1 128 0.044990 35
1 128 0.044990 36
1 128 0.044990 37
1 128 0.044990 38
1 128 0.044990 39
1 128 0.044990 40
1 128 0.044990 41
1 128 0.044990 42
1 128 0.044990 43
1 128 0.044990 43
1 128 0.044990 44
1 128 0.044990 45
1 128 0.044990 45
1 128 0.044990 45
1 128 0.044990 46
1 128 0.044990 47
1 128 0.044990 48
1 128 0.044990 49
1 128 0.044990 50
1 128 0.044990 50
1 128 0.044990 50
1 128 0.044990 51
1 128 0.044990 52
1 128 0.044990 53
1 128 0.044990 54
1 128 0.044990 55
1 128 0.044990 56
1 128 0.044990 57
1 128 0.044990 58
1 128 0.044990 58
1 128 0.044990 59
1 128 0.044990 60
1 128 0.044990 61
1 128 0.044990 61
1 128 0.044990 62
1 128 0.044990 62
1 128 0.044990 63
1 128 0.044990 64
1 128 0.044990 64
1 128 0.044990 65
1 128 0.044990 65
1 128 0.044990 66
1 128 0.044990 67
1 128 0.044990 68
1 128 0.044990 68
1 128 0.044990 68
1 128 0.044990 69
1 128 0.044990 69
1 128 0.044990 70
1 128 0.044990 71
1 128 0.044990 72
1 128 0.044990 73
1 128 0.044990 73
1 128 0.044990 74
1 128 0.044990 75
1 128 0.044990 75
1 128 0.044990 75
1 128 0.044990 76
1 128 0.044990 76
1 128 0.044990 76
1 128 0.044990 77
1 128 0.044990 77
1 128 0.044990 78
1 128 0.044990 79
1 128 0.044990 80
1 128 0.044990 81
1 128 0.044990 81
1 128 0.044990 81
1 128 0.044990 81
1 128 0.044990 82
1 128 0.044990 83
1 128 0.044990 84
1 128 0.044990 85
1 128 0.044990 86
1 128 0.044990 86
1 128 0.044990 86
1 128 0.044990 86
1 128 0.044990 87
1 128 0.044990 88
1 128 0.044990 89
1 128 0.044990 89
1 128 0.044990 90
1 128 0.044990 91
1 128 0.044990 92
1 128 0.044990 92
1 128 0.044990 93
1 128 0.044990 93
1 128 0.044990 93
1 128 0.044990 94
204 128 0.058487 95
205 128 0.058487 95
206 128 0.058487 95
207 128 0.058487 96
208 128 0.058487 96
209 128 0.058487 97
210 128 0.058487 97
211 128 0.058487 97
212 128 0.058487 98
213 128 0.058487 99
214 128 0.058487 99
215 128 0.058487 99
216 128 0.058487 99
217 128 0.058487 100
218 128 0.058487 100
219 128 0.058487 101
220 128 0.058487 102
221 128 0.058487 103
222 128 0.058487 104
223 128 0.058487 105
224 128 0.058487 106
225 128 0.058487 106
226 128 0.058487 106
227 128 0.058487 106
228 128 0.058487 106
229 128 0.058487 107
230 128 0.058487 108
231 128 0.058487 109
232 128 0.058487 109
233 128 0.058487 109
234 128 0.058487 109
235 128 0.058487 109
236 128 0.058487 109
237 128 0.058487 109
238 128 0.058487 110
239 128 0.058487 110
240 128 0.058487 110
241 128 0.058487 111
242 128 0.058487 111
243 128 0.058487 112
244 128 0.058487 112
245 128 0.058487 112
246 128 0.058487 112
247 128 0.058487 112
248 128 0.058487 112
249 128 0.058487 112
250 128 0.058487 112
251 128 0.058487 112
252 128 0.058487 112
253 128 0.058487 112
254 128 0.058487 112
255 128 0.058487 113
256 128 0.058487 114
257 128 0.058487 114
258 128 0.058487 115
259 128 0.058487 115
260 128 0.058487 115
261 128 0.058487 115
262 128 0.058487 115
263 128 0.058487 116
264 128 0.058487 117
265 128 0.058487 117
266 128 0.058487 117
267 128 0.058487 117
268 128 0.058487 118
269 128 0.058487 118
270 128 0.058487 119
271 128 0.058487 119
272 128 0.058487 120
273 128 0.058487 121
274 128 0.058487 122
275 128 0.058487 122
276 128 0.058487 122
277 128 0.058487 122
278 128 0.058487 122
279 128 0.058487 122
280 128 0.058487 122
281 128 0.058487 122
282 128 0.058487 122
283 128 0.058487 122
284 128 0.058487 123
285 128 0.058487 123
286 128 0.058487 124
287 128 0.058487 125
288 128 0.058487 126
289 128 0.058487 127
290 128 0.058487 127
291 128 0.058487 127
292 128 0.058487 128
293 128 0.058487 128
294 128 0.058487 128
295 128 0.058487 128
296 128 0.058487 129
1 128 0.058487 2
1 128 0.058487 3
1 128 0.058487 4
1 128 0.058487 5
1 128 0.058487 6
1 128 0.058487 7
1 128 0.058487 8
1 128 0.058487 9
1 128 0.058487 10
1 128 0.058487 11
1 128 0.058487 12
1 128 0.058487 12
1 128 0.058487 13
1 128 0.058487 14
