# Number of samples; Number of centroids; List of samples; List of centroids
3 10000
2.627222 2.031101 2.743544 
2.815125 1.551338 3.140298 
3.469320 2.199915 3.685112 
0.645795 0.750573 0.474807 
1.308186 1.454469 1.079220 
1.468527 0.924498 1.429996 
2.195300 1.619088 2.047139 
0.942591 0.911009 1.184517 
1.660509 1.622940 1.796172 
1.810027 1.122445 2.163683 
2.537812 1.830521 2.768675 
0.832697 1.456533 1.259851 
1.542036 2.144850 1.861008 
1.690926 1.663285 2.234453 
2.383776 2.293701 2.778883 
1.154364 1.630039 1.967088 
1.838322 2.305898 2.542988 
2.000478 1.785890 2.903303 
2.694780 2.492917 3.514343 
1.192651 0.885610 0.531271 
1.918001 1.594576 1.142220 
2.057252 1.067301 1.484581 
2.726137 1.731749 2.037788 
1.537912 1.083145 1.266911 
2.226514 1.790535 1.851400 
2.420074 1.291966 2.246329 
3.073504 1.935257 2.799319 
1.396965 1.599016 1.311731 
2.069376 2.283154 1.890225 
2.237094 1.737037 2.213455 
2.928807 2.412303 2.799362 
1.709755 1.755200 2.010634 
2.408493 2.440981 2.583829 
2.589819 1.970004 2.993498 
3.249841 2.617212 3.524173 
0.981297 1.010764 0.975026 
1.703028 1.724488 1.570434 
1.868317 1.186363 1.939083 
2.539964 1.874439 2.510697 
1.304353 1.194990 1.663592 
2.006399 1.861168 2.263136 
2.171887 1.364994 2.647644 
2.850999 2.051333 3.210880 
1.168644 1.676698 1.706052 
1.882751 2.384151 2.308241 
2.059495 1.883772 2.704908 
2.713706 2.529721 3.238015 
1.525445 1.894976 2.456374 
2.181876 2.504368 2.984645 
2.370306 2.060150 3.400173 
3.068952 2.709814 3.969631 
1.589692 1.160860 1.032151 
2.249190 1.802293 1.575947 
2.412063 1.294824 1.949111 
3.109141 1.999139 2.560881 
1.888355 1.357354 1.733544 
2.586280 2.023632 2.340897 
2.761808 1.512109 2.711612 
3.440526 2.194871 3.288451 
1.757242 1.825754 1.779525 
2.460690 2.495947 2.345474 
2.630831 2.001478 2.745045 
3.307829 2.692094 3.317108 
2.079213 1.984675 2.481816 
2.782110 2.660145 3.054785 
2.928252 2.178062 3.443003 
3.623148 2.852301 4.039993 
1.016962 1.001811 0.495823 
1.694513 1.690974 1.077762 
1.877791 1.203207 1.461758 
2.569343 1.856759 2.038290 
1.311627 1.159439 1.190843 
2.018729 1.867493 1.795816 
2.229282 1.397719 2.208588 
2.908304 2.059735 2.784483 
1.230118 1.709468 1.294843 
1.902012 2.358502 1.840417 
2.089749 1.869148 2.247029 
2.770914 2.530313 2.800252 
1.536022 1.862777 1.996868 
2.224807 2.542946 2.580299 
2.378148 2.005185 2.909707 
3.125564 2.759096 3.564113 
1.595906 1.144367 0.570073 
2.266931 1.822666 1.136924 
2.436268 1.325226 1.528995 
3.148067 2.020210 2.132840 
1.914489 1.341327 1.286940 
2.609195 2.005777 1.888352 
2.750628 1.508118 2.244740 
3.489350 2.231227 2.846890 
1.790641 1.819616 1.309549 
2.494419 2.497059 1.918527 
2.605899 1.994116 2.260786 
3.335767 2.685955 2.861183 
2.110069 2.023343 2.049064 
2.806286 2.661934 2.614919 
2.947257 2.174989 2.976232 
3.643282 2.856743 3.560955 
1.397689 1.271820 1.002024 
2.078202 1.913398 1.565241 
2.250522 1.417241 1.948126 
2.927651 2.080090 2.509306 
1.704720 1.428206 1.715017 
2.422376 2.121435 2.325793 
2.571414 1.636790 2.702703 
3.263781 2.260178 3.234407 
1.573046 1.945247 1.763245 
2.258164 2.604737 2.324956 
2.456052 2.114462 2.722056 
3.137296 2.795721 3.290606 
1.891406 2.104004 2.475344 
2.572838 2.769074 3.036749 
2.750893 2.279123 3.417387 
3.470454 2.972442 4.020297 
1.983538 1.405460 1.068292 
2.682681 2.113360 1.675597 
2.824476 1.567373 1.996742 
3.506082 2.267910 2.577429 
2.296417 1.565753 1.770045 
2.948469 2.217518 2.319714 
3.168101 1.767017 2.751556 
3.838484 2.444393 3.304522 
2.155416 2.065846 1.811479 
2.868357 2.738492 2.400696 
3.002466 2.217346 2.730104 
3.686194 2.908854 3.319695 
2.491100 2.268165 2.540567 
3.170806 2.938732 3.103641 
3.318866 2.410337 3.470946 
4.026972 3.106147 4.057990 
1.179378 1.664911 0.841807 
1.866295 2.301432 1.409992 
2.032797 1.853054 1.826642 
2.731136 2.512571 2.395809 
1.508258 1.857137 1.579264 
2.216042 2.538058 2.168250 
2.397459 2.071631 2.567085 
3.024827 2.706646 3.086972 
1.383328 2.358244 1.629005 
2.049973 2.997478 2.174847 
2.218712 2.493093 2.553079 
2.912519 3.198218 3.160604 
1.701288 2.558231 2.344343 
2.386366 3.198346 2.899952 
2.530433 2.696735 3.267806 
3.242799 3.364149 3.847948 
1.763128 1.833687 0.941727 
2.446345 2.498912 1.505475 
2.567653 1.973278 1.833268 
3.300233 2.691776 2.467748 
2.092440 1.984623 1.612359 
2.779983 2.678554 2.215975 
2.944083 2.180426 2.592141 
3.628020 2.851122 3.180048 
1.943515 2.486763 1.677953 
2.644953 3.171937 2.267868 
2.825307 2.663549 2.630786 
3.472548 3.320203 3.184746 
2.290048 2.700946 2.431818 
2.977468 3.372601 3.005120 
3.112469 2.832365 3.334094 
3.819353 3.521714 3.920792 
1.537981 1.890448 1.317493 
2.224238 2.600656 1.924633 
2.425926 2.110543 2.327656 
3.097063 2.752659 2.866306 
1.884478 2.090414 2.068120 
2.570679 2.758959 2.648146 
2.732534 2.298778 3.051415 
3.419247 2.973453 3.609814 
1.728193 2.571860 2.082420 
2.447825 3.281129 2.700913 
2.587456 2.739681 3.037794 
3.285083 3.429787 3.642830 
2.062135 2.795736 2.844120 
2.772556 3.462484 3.399739 
2.919013 2.949841 3.781257 
3.592205 3.611143 4.332243 
2.122333 2.047845 1.386090 
2.788449 2.726807 1.970529 
2.995554 2.239660 2.387231 
3.646395 2.904179 2.914168 
2.463929 2.264174 2.147510 
3.126735 2.923688 2.696162 
3.291237 2.384945 3.056046 
3.962628 3.072630 3.631338 
2.308294 2.724851 2.133479 
2.986306 3.391228 2.721549 
3.149090 2.887264 3.094990 
3.837240 3.575215 3.681354 
2.630284 2.895735 2.858900 
3.340905 3.607693 3.456101 
3.511621 3.130482 3.863530 
4.183135 3.756533 4.415327 
0.080343 0.895384 0.675255 
0.744006 1.584864 1.273362 
0.916202 1.085489 1.624782 
1.616896 1.769326 2.226831 
0.352124 1.067970 1.353416 
1.061607 1.740762 1.969786 
1.253378 1.244519 2.367725 
1.930491 1.917795 2.924154 
0.239787 1.564558 1.417907 
0.890447 2.206026 1.958466 
1.104292 1.718038 2.364037 
1.783107 2.425236 2.956357 
0.559880 1.739899 2.146955 
1.272690 2.438262 2.733804 
1.472474 1.932779 3.131470 
2.103310 2.561453 3.662406 
0.626680 1.025612 0.732220 
1.314124 1.731173 1.312842 
1.478654 1.203178 1.661250 
2.159680 1.858864 2.240584 
0.944582 1.220067 1.437818 
1.620010 1.860820 1.987370 
1.815486 1.385023 2.402340 
2.476073 2.046271 2.956218 
0.836142 1.713895 1.491040 
1.495161 2.356347 2.037633 
1.679171 1.909523 2.447389 
2.355569 2.554200 2.984862 
1.117416 1.856375 2.159620 
1.847964 2.570473 2.780229 
2.017269 2.065909 3.163590 
2.691414 2.732791 3.724182 
0.419281 1.093023 1.117700 
1.158577 1.820848 1.758037 
1.299680 1.303227 2.116526 
1.964077 1.986273 2.671149 
0.759564 1.342101 1.904886 
1.423024 1.982240 2.429705 
1.608769 1.523621 2.858964 
2.302621 2.182234 3.410343 
0.646667 1.797697 1.907945 
1.295412 2.471266 2.472877 
1.467215 1.979933 2.872167 
2.149054 2.664624 3.437158 
0.905853 1.972552 2.591129 
1.649229 2.703504 3.216675 
1.777049 2.130903 3.542091 
2.494943 2.867510 4.177458 
0.997718 1.287807 1.208731 
1.698423 1.954522 1.788649 
1.837095 1.446525 2.143436 
2.540332 2.104463 2.722946 
1.348222 1.473290 1.935618 
1.983703 2.128680 2.478507 
2.210368 1.622756 2.913279 
2.871880 2.317487 3.479271 
1.179002 1.940277 1.952941 
1.840817 2.615738 2.504963 
2.013445 2.103301 2.890235 
2.733486 2.810724 3.494381 
1.507026 2.118887 2.683900 
2.199697 2.809165 3.261616 
2.365245 2.309556 3.613620 
3.054894 2.958356 4.189005 
0.179013 1.533767 0.979109 
0.927717 2.264291 1.609889 
1.067028 1.715143 1.968488 
1.742283 2.394635 2.552294 
0.535001 1.714290 1.720833 
1.244241 2.420722 2.344282 
1.395401 1.901758 2.685828 
2.095341 2.576847 3.262296 
0.405725 2.235488 1.771046 
1.083424 2.904729 2.341258 
1.282003 2.416458 2.752028 
1.948953 3.050945 3.291000 
0.712834 2.408440 2.479093 
1.397006 3.041025 3.032772 
1.550709 2.536701 3.416655 
2.301706 3.293987 4.057313 
0.794857 1.700155 1.086938 
1.491165 2.366196 1.641338 
1.667470 1.873841 2.048269 
2.307220 2.552332 2.599616 
1.130905 1.858387 1.790023 
1.808767 2.562373 2.370258 
1.965051 2.038728 2.737432 
2.652722 2.710539 3.329586 
0.989422 2.366225 1.830393 
1.673642 3.049467 2.416095 
1.838220 2.539405 2.772542 
2.517708 3.219266 3.369701 
1.291060 2.544664 2.535007 
1.986604 3.209994 3.107866 
2.153179 2.720160 3.508097 
2.852770 3.403126 4.076708 
0.595656 1.821406 1.525682 
1.281221 2.501502 2.100992 
1.441389 1.980845 2.467579 
2.125731 2.657422 3.033896 
0.902425 1.958659 2.200134 
1.624029 2.666234 2.832840 
1.770353 2.161432 3.163582 
2.476449 2.847858 3.768531 
0.785488 2.453733 2.255500 
1.477952 3.158003 2.860159 
1.624092 2.669854 3.200372 
2.313436 3.308515 3.771902 
1.118598 2.660796 3.003516 
1.806209 3.340165 3.554754 
1.935360 2.817852 3.913339 
2.646389 3.508244 4.495966 
1.153991 1.947979 1.560986 
1.853209 2.611167 2.131091 
2.019727 2.097268 2.492306 
2.714874 2.821445 3.104741 
1.453054 2.093008 2.245106 
2.147477 2.781335 2.836224 
2.318428 2.287110 3.207309 
3.035280 2.984169 3.815906 
1.336399 2.618612 2.306521 
2.043810 3.284571 2.884462 
2.194525 2.813233 3.263802 
2.878793 3.454815 3.825446 
1.644580 2.762146 2.986102 
2.341804 3.473183 3.593197 
2.514334 2.956701 3.950300 
3.211363 3.639627 4.557290 
0.594010 1.770661 1.020412 
1.345927 2.496894 1.645965 
1.458387 1.939396 1.982876 
2.186938 2.662228 2.588949 
0.921348 1.986598 1.751071 
1.627002 2.671378 2.328674 
1.785065 2.132706 2.717085 
2.484857 2.848166 3.312807 
0.795997 2.431120 1.772233 
1.495112 3.135451 2.386073 
1.662869 2.638235 2.763735 
2.362179 3.349997 3.342564 
1.128768 2.656125 2.509937 
1.792634 3.304122 3.054824 
1.983095 2.831639 3.489084 
2.683999 3.509401 4.067234 
1.198275 1.949359 1.116758 
1.877187 2.613712 1.673469 
2.029398 2.119662 2.049050 
2.705791 2.764143 2.595661 
1.490522 2.112723 1.801666 
2.190993 2.790878 2.404842 
2.383230 2.327494 2.796779 
3.033408 2.944610 3.338031 
1.355128 2.593191 1.830688 
2.033383 3.270302 2.401483 
2.232353 2.807311 2.815864 
2.920205 3.458166 3.368695 
1.683718 2.812648 2.584406 
2.393110 3.483234 3.161349 
2.544464 2.956338 3.534811 
3.270451 3.669386 4.133507 
1.000565 2.059296 1.551176 
1.648134 2.705144 2.070276 
1.818030 2.220496 2.488371 
2.524123 2.901057 3.073528 
1.299790 2.218943 2.223030 
1.981503 2.895824 2.814069 
2.182977 2.429167 3.221838 
2.835788 3.030468 3.748178 
1.178263 2.722089 2.290359 
1.852985 3.377298 2.854121 
2.004889 2.885536 3.221973 
2.715116 3.567411 3.807501 
1.493420 2.905152 3.012214 
2.189712 3.567349 3.575465 
2.316459 3.061759 3.949700 
3.025937 3.734017 4.537065 
1.554904 2.183582 1.567433 
2.245830 2.855265 2.167801 
2.417095 2.353055 2.544363 
3.083777 3.015494 3.094019 
1.885152 2.372098 2.293744 
2.575200 3.042591 2.886467 
2.751320 2.539428 3.277031 
3.419976 3.200565 3.840089 
1.759312 2.877281 2.353333 
2.444193 3.508017 2.894010 
2.589185 3.006953 3.280454 
3.253613 3.665699 3.819699 
2.048573 3.004601 3.019416 
2.742169 3.677917 3.608529 
2.952733 3.210522 4.028018 
3.623831 3.887922 4.596901 
0.786954 2.484829 1.417699 
1.442712 3.124445 1.929888 
1.637262 2.642851 2.360239 
2.309257 3.307624 2.899408 
1.073810 2.610970 2.083963 
1.747400 3.294723 2.644445 
1.992147 2.819318 3.104967 
2.632855 3.500152 3.646499 
0.945615 3.127640 2.144600 
1.662369 3.810088 2.725348 
1.814015 3.320284 3.115495 
2.518846 3.992248 3.690723 
1.320287 3.339899 2.889702 
1.992361 3.992436 3.449427 
2.147606 3.500649 3.844846 
2.832725 4.179679 4.406173 
1.313205 2.598430 1.416980 
2.001876 3.251815 1.998470 
2.199028 2.782891 2.421142 
2.875310 3.412361 2.948243 
1.660091 2.763837 2.145403 
2.343182 3.448550 2.727688 
2.514041 2.935110 3.102635 
3.220495 3.648888 3.685965 
1.525647 3.266837 2.187119 
2.227490 3.944755 2.780797 
2.398285 3.451361 3.163624 
3.067570 4.112008 3.708997 
1.857886 3.426902 2.889278 
2.535256 4.124406 3.481966 
2.703251 3.643444 3.881886 
3.405065 4.293928 4.447829 
1.128140 2.691672 1.871644 
1.812993 3.352798 2.429470 
1.981748 2.887888 2.842183 
2.679188 3.541569 3.387699 
1.450785 2.878279 2.588435 
2.143272 3.570987 3.183042 
2.342368 3.102883 3.588825 
3.017371 3.758729 4.152801 
1.338970 3.414891 2.647449 
2.051047 4.090855 3.242016 
2.184436 3.562102 3.589405 
2.868666 4.245889 4.152272 
1.621278 3.553170 3.334050 
2.342402 4.241261 3.921953 
2.487553 3.711126 4.296155 
3.218116 4.427390 4.911453 
1.677797 2.851350 1.902315 
2.383450 3.491570 2.480376 
2.569896 2.985802 2.859719 
3.237994 3.680563 3.426844 
2.036749 3.009612 2.654263 
2.711041 3.687623 3.218868 
2.873204 3.205625 3.607552 
3.593946 3.884581 4.196254 
1.888579 3.517052 2.699385 
2.590154 4.185091 3.253135 
2.776269 3.694661 3.638228 
3.449913 4.373185 4.211661 
2.222750 3.703108 3.387180 
2.912678 4.353285 3.967508 
3.051532 3.864101 4.338773 
3.784141 4.569726 4.942433 
0.506263 0.967537 0.782083 
1.217847 1.652126 1.377742 
1.376852 1.168739 1.770515 
2.063272 1.830818 2.331902 
0.841268 1.191276 1.515382 
1.584240 1.887540 2.128821 
1.730983 1.401133 2.517711 
2.395909 2.001006 3.046440 
0.705456 1.649571 1.535021 
1.410643 2.344505 2.155523 
1.569914 1.835090 2.493886 
2.264325 2.519505 3.082396 
1.049109 1.854706 2.279484 
1.737298 2.499831 2.850752 
1.915913 2.046666 3.238135 
2.580984 2.699619 3.801970 
1.074543 1.144110 0.867111 
1.807792 1.835145 1.451649 
1.944761 1.329731 1.825204 
2.674305 2.003622 2.417749 
1.418153 1.313494 1.591237 
2.075768 1.970057 2.117893 
2.268400 1.494487 2.535211 
2.950294 2.143515 3.083388 
1.288765 1.803483 1.634420 
1.959324 2.476523 2.184836 
2.178833 2.017939 2.607947 
2.873352 2.717250 3.202036 
1.626625 2.001557 2.346178 
2.327052 2.684241 2.947034 
2.476650 2.174941 3.304289 
3.152656 2.833405 3.868042 
0.850188 1.200375 1.251034 
1.569382 1.898885 1.848405 
1.745542 1.443538 2.245747 
2.424066 2.079873 2.810174 
1.214338 1.441365 2.022484 
1.929791 2.111678 2.602782 
2.060252 1.599165 2.953959 
2.751660 2.257093 3.508039 
1.080160 1.891429 2.029029 
1.803652 2.608640 2.640437 
1.964581 2.088133 3.013111 
2.637106 2.762743 3.579661 
1.396432 2.082834 2.745997 
2.109962 2.778814 3.343666 
2.271578 2.274030 3.716116 
2.956817 2.945454 4.298067 
1.465129 1.382446 1.335824 
2.139859 2.028335 1.906985 
2.315951 1.573621 2.319628 
2.991720 2.233020 2.873877 
1.783832 1.546564 2.059947 
2.464066 2.222866 2.625343 
2.648885 1.745238 3.045934 
3.359943 2.434970 3.620789 
1.649207 2.022269 2.080328 
2.319584 2.691885 2.636975 
2.520656 2.253839 3.071758 
3.205428 2.900972 3.637145 
1.983597 2.242260 2.813666 
2.674492 2.907262 3.411728 
2.838958 2.429351 3.777256 
3.519100 3.073707 4.322945 
0.671678 1.641884 1.153207 
1.366094 2.317941 1.721207 
1.559035 1.835772 2.106816 
2.243670 2.509144 2.692231 
0.981789 1.831974 1.862404 
1.705893 2.511327 2.453594 
1.888315 2.001559 2.843622 
2.537193 2.694341 3.396753 
0.880375 2.303975 1.915363 
1.571329 3.021090 2.489633 
1.742551 2.511393 2.874319 
2.414392 3.173607 3.441198 
1.230018 2.531117 2.657329 
1.883456 3.170122 3.181667 
2.103811 2.719531 3.634287 
2.755615 3.360160 4.171979 
1.257242 1.807594 1.216655 
1.938835 2.492226 1.799648 
2.132810 1.991680 2.186798 
2.792964 2.646115 2.720661 
1.597329 1.981796 1.932915 
2.251913 2.657290 2.496397 
2.419094 2.132976 2.868681 
3.143733 2.848278 3.498766 
1.429366 2.468474 1.948739 
2.096682 3.120735 2.521276 
2.313426 2.638994 2.921374 
2.994398 3.316554 3.493539 
1.777242 2.648333 2.685898 
2.453285 3.344031 3.260897 
2.631963 2.858962 3.664922 
3.307464 3.490790 4.209026 
1.048330 1.893485 1.627227 
1.744073 2.588776 2.205830 
1.901037 2.066609 2.582063 
2.615365 2.760975 3.180905 
1.347997 2.059062 2.327964 
2.040916 2.737893 2.904822 
2.235741 2.268405 3.323345 
