# Number of samples; Number of centroids; List of samples; List of centroids
3 1000
-0.007516 1.001983 -0.017155 
0.013157 1.014812 0.986333 
1.008061 0.002861 -0.017485 
0.993711 -0.009209 1.012993 
1.004693 1.006635 0.012412 
1.011051 0.995644 1.001422 
0.019991 -0.002265 -0.020142 
0.002623 0.010546 0.995737 
-0.005790 0.990366 0.000551 
-0.008164 0.990898 1.011284 
1.004237 -0.002352 0.004568 
0.985063 -0.004112 0.998561 
0.997005 1.004000 -0.006163 
1.004095 1.014082 0.999892 
0.005801 0.002836 -0.020410 
0.006586 -0.010706 1.012798 
0.010049 0.998684 0.004851 
-0.008857 0.994468 1.013854 
0.997579 0.004120 -0.009195 
1.003039 -0.006964 1.016385 
1.003485 0.987182 -0.007345 
1.003718 1.015250 0.998121 
-0.005706 0.013949 0.001767 
-0.018681 -0.002432 1.008004 
0.006659 0.985083 -0.000504 
-0.004270 1.012773 1.010809 
1.004472 0.003872 -0.001932 
0.999329 -0.000847 1.004879 
1.016938 0.999312 0.016236 
1.007755 1.014121 0.980957 
-0.002594 -0.004720 -0.010782 
-0.012927 -0.014338 0.985849 
0.018727 1.013705 -0.008051 
-0.009357 1.010609 0.983529 
1.004683 0.001224 0.018990 
0.999351 -0.010023 1.000636 
0.980109 0.993806 -0.007031 
0.990085 0.985745 0.993837 
0.012378 0.002901 0.001835 
0.018219 -0.005229 0.984415 
0.018955 1.001747 0.013073 
0.007402 1.005200 0.983125 
0.995414 -0.007719 -0.004572 
1.005843 -0.008389 0.979862 
1.005973 1.010134 -0.022258 
1.013507 1.003368 1.017157 
-0.017112 -0.004367 0.008082 
-0.012108 -0.006189 1.011931 
0.001263 1.003173 0.012378 
0.015724 1.002067 1.025726 
1.016652 -0.003142 -0.017521 
0.997605 0.017819 0.990707 
0.998429 0.991065 -0.006188 
1.019175 1.033573 1.017219 
0.003439 0.000753 -0.002720 
-0.003884 -0.005539 0.988533 
-0.022625 1.006757 0.004269 
-0.009593 0.986401 0.982028 
0.996963 0.003558 0.005168 
0.991959 -0.000682 0.995590 
0.998369 1.013057 -0.007045 
1.008314 0.984257 1.007680 
-0.006506 0.009054 0.000624 
-0.006606 -0.028378 1.010140 
0.007945 1.015158 0.023933 
0.004422 1.000643 0.997737 
1.004765 0.002289 -0.003869 
1.004811 0.018516 1.018515 
1.001947 0.984598 0.002827 
1.009602 0.988742 0.988141 
-0.018487 -0.001147 -0.010474 
0.002884 0.000566 1.010835 
-0.004460 0.997387 0.010611 
-0.000943 0.994782 0.999191 
0.987542 -0.008699 -0.028517 
0.994046 -0.017029 0.995534 
0.992215 0.986428 0.002471 
0.980844 0.999676 1.008138 
-0.004935 0.019292 0.004325 
-0.005169 -0.004185 0.995964 
0.013494 0.980714 0.000731 
0.000457 1.004672 0.998455 
0.993157 -0.018634 0.018887 
1.013563 0.002519 1.006462 
0.990939 0.990059 -0.011379 
1.004065 0.990747 0.977644 
0.017189 -0.011426 -0.000811 
0.014352 0.004179 0.998456 
-0.003192 1.009549 -0.008104 
-0.007646 1.005055 1.017451 
1.008960 0.009720 -0.030917 
0.990080 -0.007157 1.006614 
1.008709 0.994773 -0.001938 
1.008648 0.991154 0.993965 
-0.004260 -0.007947 0.004108 
-0.004456 -0.009134 0.993236 
0.004796 1.019281 0.002853 
0.003494 0.999049 0.989336 
0.999943 -0.013250 0.006601 
1.011767 0.003693 0.995901 
1.008498 1.014195 0.003375 
1.009952 0.995215 1.014076 
0.003310 0.004742 0.009132 
0.009293 -0.008591 0.990964 
0.002971 1.010672 0.004270 
-0.007507 1.002233 1.008923 
1.005337 0.015666 0.000615 
0.999565 0.002657 1.022264 
1.002619 1.004780 -0.006516 
1.010056 0.994967 1.012341 
-0.001577 -0.004317 -0.010803 
0.004221 -0.010314 0.999417 
0.001611 1.015303 -0.006298 
-0.006306 1.001147 1.000462 
1.010141 -0.010163 -0.007522 
0.974158 -0.003481 0.997182 
0.998927 0.999462 -0.000818 
0.999125 1.001158 0.989677 
-0.001089 0.001296 -0.013359 
0.010121 -0.003793 0.998080 
-0.000819 0.999286 0.013152 
-0.006741 1.007349 0.986982 
1.003342 0.002413 -0.009566 
1.010163 0.014803 0.983376 
1.000241 1.004077 -0.004833 
0.994335 1.004256 0.994714 
-0.034328 -0.002582 0.010383 
0.003844 -0.007904 1.009223 
0.009046 0.994208 -0.013879 
-0.010991 0.995510 0.987304 
1.009695 0.002463 -0.010121 
1.008215 0.004851 1.010045 
1.009717 0.999641 0.009932 
0.999514 1.003600 1.003220 
-0.022881 -0.000679 0.005646 
0.005740 0.001348 0.997298 
0.019459 1.001564 0.000288 
-0.008646 1.005729 1.001471 
1.001826 -0.005334 -0.010533 
1.002254 0.015346 0.997000 
0.988235 0.986391 -0.013219 
0.999042 0.994800 0.994988 
-0.005976 0.011216 0.004350 
-0.008081 0.000775 0.992495 
-0.003709 0.988655 -0.001595 
-0.007125 0.997789 0.982229 
0.987040 0.000158 -0.008080 
1.002666 0.005162 0.995242 
1.017909 1.014846 0.012969 
0.995110 1.007770 1.013380 
0.010639 -0.010664 0.014231 
-0.008066 0.010730 1.011028 
0.010357 0.991836 0.007882 
0.001939 1.000025 0.990019 
0.999606 -0.006338 0.035973 
0.999166 -0.001763 1.000572 
0.989008 1.015562 -0.006874 
1.005277 0.998356 1.004031 
-0.006321 -0.005294 -0.016064 
-0.005920 0.012627 1.005646 
0.000275 0.975473 0.005199 
0.000186 0.990380 0.997394 
0.987976 0.002245 0.022975 
0.999542 0.003796 0.999746 
1.002924 1.008813 0.005245 
1.008943 1.001793 1.014981 
-0.016038 0.002154 0.004394 
0.003765 0.003892 1.013153 
-0.003034 0.992659 0.004248 
-0.003055 1.000649 1.012304 
0.973620 -0.006697 0.009958 
1.009768 -0.023069 0.991299 
1.004418 1.007742 0.012641 
0.996010 1.011867 0.979991 
-0.032487 0.002641 -0.019602 
0.011817 -0.010679 0.997055 
-0.006454 1.002200 -0.010165 
0.005402 1.022655 0.995017 
1.004062 0.004737 -0.004606 
1.011453 0.005372 1.005811 
1.003423 0.987365 0.001419 
1.007882 1.016285 1.003631 
0.013099 0.022370 0.013494 
0.006643 -0.015120 1.017799 
-0.005353 0.999187 -0.009277 
0.001743 1.005170 0.998716 
0.991703 0.009655 0.003857 
1.004226 0.026367 0.986596 
1.013394 0.990666 -0.008353 
0.988461 0.998660 1.022832 
-0.005609 -0.008356 -0.005468 
0.007220 -0.019353 1.012137 
-0.008100 0.990038 0.004386 
-0.026097 0.985686 0.994697 
0.983929 0.010133 -0.000684 
0.994509 -0.000599 1.008413 
1.001311 0.996095 0.021821 
1.012422 0.995032 0.997315 
0.001391 0.008656 -0.011713 
-0.018148 0.006671 1.003310 
-0.015402 1.012797 0.011536 
0.012987 1.009665 0.974743 
0.997141 -0.012718 -0.015638 
0.998330 -0.001800 1.004250 
1.002044 1.004872 0.005914 
0.980632 0.995180 1.005620 
0.015324 0.004975 -0.016321 
-0.020521 0.009536 0.987598 
0.004755 1.004472 0.013927 
-0.002592 1.010314 0.986241 
1.001645 0.005412 0.007212 
0.982362 0.027475 1.015795 
0.987817 1.007355 -0.003770 
1.019208 1.019137 0.995709 
0.005749 -0.001597 -0.008793 
0.001498 -0.000600 1.001108 
0.001083 1.002286 -0.006149 
-0.004199 1.006257 1.010395 
0.989643 -0.007088 0.010583 
1.005026 -0.009507 1.009441 
1.003000 1.006278 -0.008220 
1.007512 0.997217 1.009129 
-0.007464 0.014195 0.015157 
0.006663 0.005935 0.992786 
0.005140 0.999996 -0.004703 
-0.002358 1.005446 0.990941 
0.984282 0.012959 -0.004069 
1.019956 0.018790 1.012262 
0.994139 0.991496 -0.004007 
0.998470 0.995321 0.994604 
-0.004286 0.006271 0.009938 
0.014974 0.011312 1.005111 
-0.005529 0.989650 -0.000081 
-0.000529 0.989579 0.987464 
0.995617 0.011859 0.007289 
1.014128 0.000320 0.986828 
0.990032 1.006888 -0.007893 
0.991833 1.007041 0.992342 
0.005994 -0.008689 0.008007 
-0.003648 0.003438 0.999757 
-0.007793 0.997686 0.003185 
0.004718 1.010495 1.008331 
0.981931 -0.012258 0.010776 
1.004348 -0.002690 0.991328 
1.003268 1.010951 -0.006709 
1.011545 0.994966 1.007794 
0.011058 -0.010012 -0.002950 
-0.007956 0.001321 0.983753 
-0.009708 1.005670 -0.001950 
0.006752 1.007792 0.981640 
1.005959 0.000026 0.004571 
1.007379 0.000994 0.998622 
0.994080 0.989310 0.009352 
1.011242 1.007897 1.004104 
0.003273 -0.001028 -0.016736 
0.013071 -0.016682 1.002791 
-0.013199 1.000217 0.007910 
0.002144 1.016750 1.005783 
1.009958 0.024072 0.012481 
1.000298 -0.003738 0.995808 
0.981589 0.993064 -0.001340 
0.993471 1.018655 0.982734 
0.004803 0.006109 -0.000660 
0.004935 -0.009976 1.014257 
0.000391 1.012527 0.005720 
-0.000853 1.009330 1.007980 
0.987065 0.000260 -0.002254 
0.992560 0.012233 0.999857 
0.991935 0.987925 0.005745 
1.003440 0.983834 1.011241 
-0.003853 0.003728 -0.009035 
0.017697 0.006145 0.977755 
0.008503 1.006787 0.001592 
0.000410 1.030838 1.009488 
0.987070 -0.010466 -0.019310 
1.002747 0.002180 1.015303 
1.004590 0.993660 -0.000903 
0.987548 0.993533 1.008932 
-0.010127 -0.017866 0.006916 
0.006664 -0.025008 1.000075 
-0.001899 1.014180 0.007740 
0.010458 1.016631 1.004443 
0.990190 -0.002712 0.007005 
1.005562 0.008973 0.995948 
1.017759 1.012763 -0.008330 
0.999523 0.999062 1.006378 
-0.002902 0.003544 0.004557 
-0.010709 0.000476 1.003498 
0.002275 1.007258 -0.000873 
0.004343 0.984550 1.001545 
1.013061 0.013102 0.001034 
1.015350 0.009111 0.990252 
0.985818 0.992556 0.007355 
1.001853 0.992146 1.008970 
0.003365 -0.012916 -0.002200 
-0.015548 -0.009281 0.987116 
-0.001998 1.001123 0.013385 
-0.020623 1.003774 1.008787 
1.005000 -0.001457 0.006486 
1.000580 -0.015169 0.996744 
1.004927 1.011578 -0.016684 
1.008267 0.992524 1.012763 
-0.010368 -0.002535 -0.002048 
0.006043 -0.000804 0.993055 
0.019486 0.998272 0.006519 
-0.022867 1.001389 0.997497 
1.007164 -0.008468 -0.005971 
1.006813 0.002369 0.991814 
1.002144 1.004291 -0.006261 
1.003521 1.015119 0.994181 
-0.004545 0.001926 0.013110 
-0.000116 0.001213 1.006788 
-0.015621 0.988396 0.023183 
0.011624 1.016396 1.004022 
1.002706 0.020203 -0.014875 
1.009552 -0.019199 1.008456 
0.992329 0.990966 0.009371 
1.005973 1.016166 0.993096 
-0.015245 -0.005460 -0.002017 
-0.006794 -0.012381 1.004722 
-0.001581 1.005151 0.003009 
0.007386 0.990255 0.998075 
0.989863 0.012921 -0.001053 
0.990592 0.000626 0.974487 
0.994560 1.003149 -0.010277 
1.001820 0.993683 1.003248 
-0.003853 0.016835 0.006282 
0.014243 0.001325 1.001821 
-0.010481 0.989237 0.010088 
0.013851 1.005808 0.995269 
1.013914 0.003604 0.007279 
1.007427 -0.003479 0.996100 
1.001463 1.019713 0.014505 
1.025315 0.992661 1.001117 
-0.002585 -0.004117 0.000003 
-0.003534 -0.011545 0.994338 
0.001605 1.002115 -0.002998 
-0.004506 0.995331 0.995848 
1.006245 0.001058 0.004502 
1.009482 -0.015232 1.014413 
0.998247 1.007115 -0.001357 
1.014509 1.013923 0.974356 
0.000554 0.008416 0.015033 
0.014088 0.004655 0.997517 
-0.016340 1.005568 -0.029051 
0.015301 0.989426 1.008350 
0.996170 0.008645 -0.002805 
0.996724 0.008815 1.001338 
1.001282 0.998969 -0.009609 
1.007552 1.005926 1.003997 
-0.002923 0.005173 0.003145 
0.021049 -0.001510 1.003863 
0.011442 0.994597 0.001188 
0.014233 0.996007 1.015285 
1.001653 -0.002177 -0.002083 
1.020194 -0.006485 0.986180 
1.004189 0.993335 0.008833 
0.997359 1.006107 0.979357 
0.004454 -0.001217 -0.011451 
-0.005034 0.000821 0.987859 
0.003456 1.005152 0.013649 
-0.001662 0.987921 0.994461 
1.005701 0.014770 -0.004675 
0.987104 -0.009373 1.001808 
0.984415 0.999066 -0.005103 
1.002408 1.010327 0.996809 
0.016308 0.004331 0.003183 
-0.014799 0.013502 1.013893 
-0.015393 0.990095 -0.005200 
-0.011372 0.995669 0.991491 
0.991705 0.010478 -0.003092 
0.981303 0.007638 0.996891 
1.008411 0.980600 0.004379 
0.986489 0.998314 0.998819 
0.009020 0.022522 -0.000770 
-0.012130 0.005244 1.000185 
0.018257 0.999119 -0.025677 
0.025888 0.985847 1.000423 
1.009522 -0.023029 -0.011499 
1.020915 -0.008797 0.969684 
0.987798 1.011000 0.001121 
0.992740 0.986639 1.012845 
0.020074 -0.000596 0.001055 
0.011397 -0.010367 0.987809 
-0.015032 0.994223 -0.011013 
0.002533 0.984395 1.006197 
1.000850 0.003895 -0.007582 
1.001623 -0.009164 0.993800 
0.992205 1.002172 -0.027671 
1.004509 1.010702 1.022677 
-0.006464 0.001834 0.010671 
0.003359 -0.007057 0.992819 
0.003672 0.990149 0.005561 
-0.015006 1.011288 0.980318 
0.997648 -0.006148 -0.009177 
1.001057 0.021849 0.988201 
0.997330 1.007249 0.006172 
0.988429 1.016961 1.005469 
-0.012359 0.002072 -0.007187 
0.031103 0.008088 0.992208 
-0.002271 1.000070 0.021891 
0.009372 0.992093 0.984797 
0.996955 0.015771 0.003660 
0.993006 -0.007163 0.979203 
1.007724 0.994056 0.016653 
0.988955 0.987648 1.003613 
-0.011727 0.006672 -0.010582 
0.001933 0.003283 1.003187 
-0.002713 0.995682 0.008365 
0.005887 1.013052 1.007251 
0.992754 -0.000027 -0.004629 
1.004615 0.011084 1.013724 
0.994381 0.993747 0.006730 
0.993667 1.022994 1.011657 
0.017903 0.018580 -0.000730 
0.009414 -0.002640 1.013321 
-0.012610 1.004570 0.011438 
-0.001710 1.008425 0.994637 
1.014773 -0.011361 -0.016245 
0.992380 -0.008923 1.012535 
0.999217 0.998996 0.014082 
1.017330 1.006348 1.004860 
-0.007183 0.004588 0.003999 
-0.007982 -0.001114 0.997107 
0.003740 0.992883 0.007342 
-0.017458 1.008191 1.004922 
1.010493 0.010617 -0.002119 
0.990207 -0.027297 1.003984 
1.005180 1.021674 0.012298 
1.002384 1.007987 0.985716 
0.003941 -0.005620 -0.011961 
0.011179 0.010235 0.996945 
-0.017329 1.003035 0.015425 
0.003018 1.006810 0.999929 
1.008243 0.017109 -0.002369 
1.000147 0.012189 1.006104 
1.014103 1.004001 -0.003113 
1.004638 0.980000 0.987819 
0.006721 -0.002863 -0.019670 
-0.003265 -0.000118 1.008654 
-0.012815 0.997805 0.007626 
0.003085 0.979652 0.992228 
1.008953 -0.000047 -0.003586 
0.989472 -0.006066 0.977123 
1.000992 0.995492 0.012850 
0.999822 1.018358 1.006953 
0.009147 -0.008896 0.004690 
0.008938 0.004940 1.014121 
-0.006024 1.001529 -0.018945 
-0.010603 0.999766 1.000118 
1.033638 0.012094 0.020869 
0.990240 -0.004171 1.005611 
0.997388 1.016512 0.002395 
0.992864 1.002828 1.002976 
-0.001028 0.004359 -0.000492 
-0.007710 -0.010865 1.016834 
-0.002892 0.997792 0.007177 
0.000197 1.004940 0.990564 
0.992542 0.008951 -0.003215 
0.993124 0.003256 1.018422 
0.994208 1.003943 -0.011188 
1.014130 0.995174 0.999863 
-0.001219 -0.015297 0.012247 
0.010904 0.001156 1.003706 
0.018765 0.980876 -0.001089 
0.015597 1.005729 0.995049 
1.002332 0.010674 -0.000382 
0.977034 0.008379 1.015960 
0.993054 1.006864 0.019809 
1.002732 1.008778 1.010253 
-0.017695 -0.001846 -0.011661 
0.000778 -0.006147 0.998894 
-0.008777 0.999112 0.009324 
0.005989 1.003645 1.003000 
0.993395 -0.002573 -0.018514 
1.004350 -0.007563 1.005634 
0.999789 1.001783 0.009874 
0.990884 0.999917 1.015050 
-0.011341 0.001093 0.001897 
-0.008575 -0.010066 0.995362 
0.016175 1.007946 0.011594 
-0.015100 1.007715 1.003576 
0.995727 0.009059 -0.007438 
0.997768 0.005241 0.997081 
0.999918 1.010845 0.002834 
1.018854 1.004014 1.002914 
-0.004232 0.004596 0.000117 
-0.004960 0.005147 0.994002 
-0.010944 1.005550 -0.004202 
-0.003788 1.006577 0.987525 
1.006072 0.002719 0.006847 
1.018565 0.004402 0.999135 
0.991795 1.001763 0.011649 
0.989486 0.994485 1.006949 
0.005147 -0.014791 0.002995 
-0.001485 0.020594 0.989173 
0.005791 1.008577 -0.003449 
-0.010119 1.002848 0.993476 
0.999333 -0.002663 -0.008582 
0.997849 -0.005992 1.004919 
0.991717 0.995975 0.001516 
0.995696 0.989443 0.997772 
-0.003493 0.005939 0.003351 
0.006969 -0.002217 1.004092 
0.012104 1.009980 0.004791 
-0.000723 0.990861 1.018792 
1.000784 0.019467 0.005285 
0.993706 0.006501 0.980959 
0.995130 1.001854 -0.002134 
0.981988 1.006144 1.001754 
-0.001972 -0.008187 0.004903 
-0.006747 -0.005681 1.010699 
0.004859 1.000234 -0.011535 
-0.011357 0.996246 0.999919 
0.997632 -0.005163 -0.011850 
0.996561 0.002499 1.001803 
1.009043 0.991184 0.012477 
0.995489 0.990182 1.003126 
-0.013079 -0.016623 -0.000094 
0.010069 0.005414 0.999804 
0.002188 1.003759 0.002274 
0.020195 0.999190 1.000473 
1.007804 0.017940 0.005494 
1.017142 0.001321 1.028773 
0.998740 1.005196 0.000003 
1.001028 0.999133 1.000496 
-0.007885 0.009001 0.017778 
-0.008286 0.007983 1.005825 
0.004890 0.996936 -0.007781 
-0.013976 0.998435 1.002547 
0.986841 -0.002865 0.001240 
0.988927 0.005583 0.974136 
0.995489 1.003095 -0.006355 
1.006749 0.995860 0.999490 
-0.016519 0.004163 0.004971 
0.002176 0.000795 1.003123 
0.012696 0.994237 -0.020991 
-0.008914 1.001010 1.022997 
0.991029 -0.008661 -0.002595 
1.012858 -0.015211 1.008644 
0.999541 1.005802 0.003211 
0.996227 1.009247 0.989613 
0.003126 0.012262 0.006298 
0.003073 0.007543 0.998786 
-0.007282 1.001844 0.001475 
0.000231 1.006039 0.979248 
0.998371 -0.028442 0.013069 
1.008452 0.000899 1.004347 
1.009376 0.994536 0.012273 
0.982665 1.001330 0.984950 
0.006168 -0.007058 -0.007457 
-0.007395 -0.017864 0.977871 
-0.006006 1.003295 0.000809 
0.004077 0.990333 0.988007 
0.986507 -0.018723 -0.004295 
1.023039 -0.013159 1.003992 
0.992164 1.008471 -0.016290 
0.978280 0.991080 1.008034 
-0.001669 0.000286 -0.000913 
-0.002297 -0.001541 0.993320 
-0.011638 1.006835 0.013903 
0.000208 0.998455 1.003886 
1.017761 0.002840 -0.009608 
0.992959 0.012212 1.000931 
1.013081 1.004012 -0.017742 
0.998698 0.994129 0.992319 
0.003180 0.001123 0.009091 
-0.000592 0.011990 1.000421 
-0.008816 1.000139 -0.008207 
-0.000474 1.006968 0.986993 
0.993337 -0.000248 0.000521 
1.014588 -0.011822 1.013922 
0.997716 1.006226 -0.008519 
1.001253 0.997088 0.998774 
-0.023409 0.001573 -0.005700 
-0.014052 0.007055 0.996756 
0.010555 1.003679 -0.002567 
-0.001943 1.007641 1.005313 
1.002747 -0.009893 -0.005730 
1.005194 0.012669 0.991913 
1.019274 1.016841 -0.003215 
1.021592 0.981535 0.992985 
-0.000722 0.000851 0.007336 
-0.002452 -0.010088 0.993760 
-0.015229 0.999583 -0.009172 
-0.008217 1.004360 0.993484 
0.995334 -0.016734 0.014043 
0.999208 -0.003348 0.998962 
1.017917 0.995691 0.001971 
0.996832 1.014642 1.013653 
0.006678 0.012836 -0.014708 
-0.008966 0.015756 0.982685 
-0.006839 0.998243 0.016205 
-0.017314 0.999156 0.983893 
0.994271 0.005166 0.003714 
0.977407 0.006599 0.990656 
0.994322 0.997932 -0.007392 
1.001495 0.987508 1.013311 
0.009584 0.007864 0.007060 
0.002883 -0.006581 1.008977 
0.019022 1.000712 -0.000055 
0.014329 1.002432 1.006476 
0.994548 0.008862 -0.014503 
0.992462 0.005108 1.008994 
1.016321 0.995050 0.007430 
1.000917 0.988381 0.997713 
-0.003369 -0.003894 0.012300 
0.012971 0.013976 0.999345 
-0.020599 1.022964 0.004956 
0.005444 1.017321 1.005450 
0.988264 0.014928 -0.006883 
0.986687 -0.007516 0.981842 
1.001972 0.993437 0.009349 
0.995306 0.990887 0.997877 
-0.001781 0.005945 0.010196 
0.001081 0.005717 0.979258 
0.002177 1.013174 -0.010827 
0.001191 1.018927 1.006971 
1.007764 0.010662 0.018891 
0.994869 -0.018803 1.004573 
0.992308 1.000846 -0.007451 
1.001181 1.007324 0.987669 
-0.006544 0.002371 -0.002793 
0.010989 0.011451 0.987527 
-0.015131 1.016495 -0.003834 
-0.010661 0.998728 1.006178 
1.007069 0.005561 -0.000524 
0.988251 -0.006912 0.991631 
1.010641 1.014638 0.016165 
1.014217 1.004215 1.015296 
0.002539 0.005728 0.009261 
-0.012492 0.000824 0.988751 
-0.008025 1.016450 0.011699 
0.011851 0.997190 1.015438 
1.003839 0.003620 -0.005785 
0.988339 -0.006678 0.987659 
0.991183 0.989667 -0.005636 
1.000493 0.990948 1.008795 
-0.010041 0.000176 -0.007806 
-0.004560 0.016020 0.982043 
0.035892 1.018449 -0.028075 
-0.016866 0.995654 1.005552 
1.008236 -0.001045 -0.005476 
0.989225 0.002129 0.999127 
0.990500 0.996448 0.020233 
1.014812 0.988765 0.993787 
0.006197 -0.014425 0.002386 
-0.010016 -0.006584 1.004515 
-0.000298 1.000735 0.010579 
-0.001367 1.003812 1.010992 
0.983352 0.011837 -0.002371 
1.004683 0.008465 0.994598 
0.988686 1.008825 0.024884 
0.996799 1.012470 1.014503 
0.014510 -0.002755 0.000645 
0.011337 0.003303 0.996790 
0.005383 1.004835 -0.014559 
0.016591 1.016171 0.983164 
1.001690 0.019933 0.011643 
0.997483 0.004023 1.003657 
0.985122 1.010412 0.016766 
1.015011 1.000500 0.990154 
